C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A016,R081,03-06-00,05-25-11,00:00:00,OPN,000836679,000240435
A016,R081,03-06-00,05-25-11,04:00:00,TS,000836681,000240435
A016,R081,03-06-00,05-25-11,04:00:00,VLT,000836681,000240435
A016,R081,03-06-00,05-25-11,08:00:00,OPN,000836684,000240454
A016,R081,03-06-01,05-24-11,16:00:00,RECOVR,000597284,000435264
A016,R081,03-06-01,05-24-11,20:00:00,AUD,000597303,000435287                   
A016,R081,03-06-01,05-24-11,23:19:16,TS,000597316,000435288
A016,R081,03-06-01,05-24-11,23:35:32,VLT,000597318,000435288
A016,R081,03-06-01,05-25-11,00:00:00,OPN,000597321,000435288
A016,R081,03-06-01,05-25-11,04:00:00,TS,000597321,000435289
A016,R081,03-06-01,05-25-11,04:00:00,VLT,000597321,000435289
A016,R081,03-06-01,05-25-11,08:00:00,OPN,000597324,000435322
A021,R032,01-00-00,05-22-11,04:00:00,RECOVR,000984892,001140488
A021,R032,01-00-00,05-22-11,08:00:00,AUD,000984921,001140585
A021,R032,01-00-01,05-22-11,04:00:00,RECOVR,000299294,000355182
A021,R032,01-00-01,05-22-11,08:00:00,AUD,000299306,000355226
A022,R022,01-00-00,05-25-11,04:00:00,RECOVR,012709362,004823730
A022,R022,01-00-00,05-25-11,07:04:02,AUD,012709418,004823785
A022,R022,01-00-00,05-26-11,04:00:00,RECOVR,012715462,004825954
A022,R022,01-00-00,05-26-11,08:00:00,AUD,012715596,004826105
A022,R022,01-00-01,05-21-11,20:15:00,TS,014022825,005331791
A022,R022,01-00-01,05-22-11,00:00:00,VLT,014023580,005332034                       
A022,R022,01-00-01,05-25-11,04:00:00,RECOVR,014036752,005338281
A022,R022,01-00-01,05-25-11,07:04:02,AUD,014036785,005338350
A022,R022,01-00-02,05-25-11,04:00:00,RECOVR,002217884,001050641
A022,R022,01-00-02,05-25-11,07:04:02,AUD,002217906,001050727
A022,R022,01-06-00,05-21-11,16:56:05,TS,000364691,000989991
A022,R022,01-06-00,05-21-11,20:00:00,VLT,000364691,000989991
A022,R022,01-06-00,05-22-11,00:00:00,OPN,000364691,000989991                           
A022,R022,01-06-00,05-24-11,09:00:54,DOOR,000364691,000989991
A022,R022,01-06-00,05-24-11,09:09:07,OPEN,000364700,000989991                    
A022,R022,01-06-00,05-24-11,09:09:41,DOOR,000364700,000989991
A022,R022,01-06-00,05-24-11,12:00:00,OPEN,000364734,000990200
A022,R022,01-06-00,05-25-11,07:04:02,RECOVR,000365462,000991530                     
A022,R022,01-06-01,05-21-11,16:56:05,TS,002184352,002458919
A022,R022,01-06-01,05-21-11,20:00:00,VLT,002184571,002460079
A022,R022,01-06-01,05-22-11,00:00:00,OPN,002184760,002460621                           
A022,R022,01-06-01,05-24-11,09:11:46,DOOR,002186925,002467503
A022,R022,01-06-01,05-24-11,09:15:59,OPEN,002186925,002467503                    
A022,R022,01-06-01,05-25-11,04:00:00,RECOVR,002188273,002469765
A022,R022,01-06-01,05-25-11,07:04:02,AUD,002188277,002469814
A025,R023,01-00-00,05-24-11,09:29:11,DOOR,004068083,007595799
A025,R023,01-00-00,05-24-11,09:29:34,OPEN,004068092,007595799
A025,R023,01-00-00,05-24-11,09:36:55,DOOR,004068092,007595799                       
A025,R023,01-00-00,05-27-11,04:00:00,RECOVR,004074707,007607966
A025,R023,01-00-00,05-27-11,08:00:00,AUD,004074832,007608424
A025,R023,01-00-01,05-24-11,09:42:10,DOOR,003563754,001502163
A025,R023,01-00-01,05-24-11,09:42:17,OPEN,003563754,001502163
A025,R023,01-00-01,05-24-11,09:46:05,DOOR,003563754,001502163                       
A025,R023,01-00-01,05-24-11,09:47:41,DOOR,003563754,001502163
A025,R023,01-00-01,05-24-11,12:00:00,OPEN,003564026,001502334
A025,R023,01-00-01,05-27-11,04:00:00,RECOVR,003573445,001506181
A025,R023,01-00-01,05-27-11,08:00:00,AUD,003573728,001506272
A025,R023,01-00-02,05-24-11,09:52:31,DOOR,006649341,001573381
A025,R023,01-00-02,05-24-11,09:52:38,OPEN,006649341,001573381
A025,R023,01-00-02,05-24-11,09:55:57,DOOR,006649341,001573381                       
A025,R023,01-00-02,05-27-11,04:00:00,RECOVR,006658342,001575521
A025,R023,01-00-02,05-27-11,08:00:00,AUD,006658601,001575572
A025,R023,01-00-03,05-24-11,10:04:31,DOOR,005437732,001427829
A025,R023,01-00-03,05-24-11,10:04:39,OPEN,005437732,001427829
A025,R023,01-00-03,05-24-11,10:09:58,DOOR,005437732,001427829                       
A025,R023,01-00-03,05-24-11,10:10:28,DOOR,005437732,001427829
A025,R023,01-00-03,05-24-11,12:00:00,OPEN,005437882,001427903
A025,R023,01-00-03,05-27-11,04:00:00,RECOVR,005445752,001429820
A025,R023,01-00-03,05-27-11,08:00:00,AUD,005445927,001429867
A025,R023,01-03-00,05-24-11,10:16:19,DOOR,005890535,002465984
A025,R023,01-03-00,05-24-11,10:16:28,OPEN,005890535,002465984
A025,R023,01-03-00,05-24-11,10:19:51,DOOR,005890535,002465984                       
A025,R023,01-03-00,05-24-11,10:28:03,DOOR,005890540,002465984
A025,R023,01-03-00,05-24-11,12:00:00,OPEN,005890681,002466074
A025,R023,01-03-01,05-24-11,10:28:34,DOOR,006006868,003897832
A025,R023,01-03-01,05-24-11,10:28:41,OPEN,006006868,003897832
A025,R023,01-03-01,05-24-11,10:28:43,DOOR,006006868,003897832                       
A025,R023,01-03-01,05-24-11,10:29:52,DOOR,006006868,003897832
A025,R023,01-03-01,05-24-11,10:31:12,OPEN,006006868,003897832
A025,R023,01-03-01,05-24-11,10:31:17,DOOR,006006868,003897832
A025,R023,01-03-01,05-24-11,10:31:31,OPEN,006006868,003897832
A025,R023,01-03-01,05-24-11,10:31:37,DOOR,006006868,003897832
A025,R023,01-03-01,05-24-11,10:32:09,OPEN,006006868,003897832
A025,R023,01-03-01,05-24-11,12:00:00,DOOR,006006981,003897926
A025,R023,01-03-01,05-24-11,16:00:00,OPEN,006007518,003898252                                      
A025,R023,01-03-02,05-24-11,10:38:26,DOOR,007442032,005832741
A025,R023,01-03-02,05-24-11,10:38:32,OPEN,007442032,005832741
A025,R023,01-03-02,05-24-11,10:41:30,DOOR,007442032,005832741                       
A025,R023,01-03-02,05-24-11,10:42:55,DOOR,007442032,005832741
A025,R023,01-03-02,05-24-11,10:43:55,OPEN,007442032,005832741
A025,R023,01-03-02,05-24-11,10:44:24,DOOR,007442032,005832741
A025,R023,01-03-02,05-24-11,12:00:00,OPEN,007442181,005832879
A025,R023,01-03-02,05-24-11,16:00:00,DOOR,007442895,005833365
A025,R023,01-03-02,05-24-11,20:00:00,OPEN,007444362,005833959
A025,R023,01-06-00,05-27-11,11:31:43,DOOR,005053338,011909325
A025,R023,01-06-00,05-27-11,11:32:14,OPEN,005053338,011909325
A025,R023,01-06-00,05-27-11,11:32:23,DOOR,005053338,011909325
A025,R023,01-06-00,05-27-11,11:32:44,OPEN,005053338,011909325
A025,R023,01-06-00,05-27-11,11:32:55,DOOR,005053338,011909325
A025,R023,01-06-00,05-27-11,11:34:13,OPEN,005053338,011909325
A025,R023,01-06-00,05-27-11,11:34:15,DOOR,005053338,011909325
A025,R023,01-06-00,05-27-11,11:34:17,OPEN,005053338,011909325                                      
A025,R023,01-06-00,05-27-11,11:35:22,DOOR,005053338,011909325
A025,R023,01-06-00,05-27-11,11:35:24,OPEN,005053338,011909325
A025,R023,01-06-00,05-27-11,11:37:08,DOOR,005053338,011909325
A025,R023,01-06-00,05-27-11,11:37:10,OPEN,005053338,011909325
A025,R023,01-06-00,05-27-11,11:37:44,DOOR,005053338,011909325
A025,R023,01-06-00,05-27-11,11:39:57,OPEN,005053338,011909325
A025,R023,01-06-00,05-27-11,11:40:00,DOOR,005053338,011909325
A025,R023,01-06-00,05-27-11,11:43:06,OPEN,005053339,011909330                                      
A025,R023,01-06-00,05-27-11,11:44:12,DOOR,005053339,011909331
A025,R023,01-06-00,05-27-11,11:47:00,OPEN,005053339,011909333
A025,R023,01-06-00,05-27-11,11:48:20,TS,005053344,011909337
A025,R023,01-06-00,05-27-11,11:48:28,VLT,005053344,011909337
A025,R023,01-06-00,05-27-11,11:48:35,OPN,005053344,011909337
A025,R023,01-06-00,05-27-11,11:48:38,DOOR,005053344,011909337
A025,R023,01-06-00,05-27-11,11:48:59,OPEN,005053344,011909337
A025,R023,01-06-00,05-27-11,11:49:08,DOOR,005053344,011909337                                          
A025,R023,01-06-00,05-27-11,11:49:46,DOOR,005053344,011909337
A025,R023,01-06-00,05-27-11,11:50:01,OPEN,005053344,011909337
A025,R023,01-06-00,05-27-11,12:00:00,DOOR,005053353,011909450
A025,R023,01-06-00,05-27-11,16:00:00,OPEN,005053823,011911053
A025,R023,01-06-01,05-27-11,11:50:27,DOOR,008659595,016676340
A025,R023,01-06-01,05-27-11,12:00:00,OPEN,008659595,016676342
A025,R023,01-06-01,05-27-11,12:01:59,DOOR,008659596,016676346
A025,R023,01-06-01,05-27-11,12:02:08,OPEN,008659596,016676346
A025,R023,01-06-01,05-27-11,12:02:20,DOOR,008659596,016676346
A025,R023,01-06-01,05-27-11,12:05:07,OPEN,008659601,016676355
A025,R023,01-06-01,05-27-11,16:00:00,DOOR,008660192,016677589                                   
A025,R023,01-06-02,05-27-11,12:07:00,DOOR,003814438,004703349
A025,R023,01-06-02,05-27-11,12:18:45,OPEN,003814439,004703357
A025,R023,01-06-02,05-27-11,12:19:46,DOOR,003814439,004703358
A025,R023,01-06-02,05-27-11,12:21:57,OPEN,003814444,004703363
A025,R023,01-06-02,05-27-11,16:00:00,DOOR,003814620,004703657
A025,R023,01-06-02,05-27-11,20:00:00,OPEN,003815013,004704053                                                                              
A027,R082,01-00-00,05-22-11,04:00:00,RECOVR,003601055,004010968
A027,R082,01-00-00,05-22-11,08:00:00,AUD,003601066,004011009
A027,R082,01-00-00,05-24-11,04:00:00,RECOVR,003602980,004013948
A027,R082,01-00-00,05-24-11,08:00:00,AUD,003603018,004014093                   
A027,R082,01-00-00,05-26-11,04:00:00,RECOVR,003605834,004017449
A027,R082,01-00-00,05-26-11,08:00:00,AUD,003605865,004017594
A027,R082,01-00-00,05-27-11,04:00:00,RECOVR,003607245,004019355
A027,R082,01-00-00,05-27-11,08:00:00,AUD,003607277,004019500
A027,R082,01-00-00,05-27-11,13:50:18,DOOR,003607596,004020396                      
A027,R082,01-00-00,05-27-11,13:50:22,DOOR,003607596,004020396
A027,R082,01-00-00,05-27-11,13:55:03,OPEN,003607596,004020396
A027,R082,01-00-00,05-27-11,13:55:05,DOOR,003607596,004020396
A027,R082,01-00-00,05-27-11,13:57:27,OPEN,003607596,004020396
A027,R082,01-00-00,05-27-11,16:00:00,DOOR,003607769,004020589
A027,R082,01-00-00,05-27-11,20:00:00,OPEN,003608214,004020937                                                                                                                            
A027,R082,01-03-00,05-22-11,04:00:00,RECOVR,001334361,000682410
A027,R082,01-03-00,05-22-11,08:00:00,AUD,001334375,000682419
A027,R082,01-03-00,05-26-11,04:00:00,RECOVR,001339688,000685219
A027,R082,01-03-00,05-26-11,08:00:00,AUD,001339730,000685275
A027,R082,01-03-00,05-27-11,04:00:00,RECOVR,001341297,000686023
A027,R082,01-03-00,05-27-11,08:00:00,AUD,001341335,000686071
A027,R082,01-03-01,05-22-11,04:00:00,RECOVR,003471038,001865853
A027,R082,01-03-01,05-22-11,08:00:00,AUD,003471047,001865863
A027,R082,01-03-01,05-26-11,04:00:00,RECOVR,003475276,001868238
A027,R082,01-03-01,05-26-11,08:00:00,AUD,003475318,001868280
A027,R082,01-03-01,05-27-11,04:00:00,RECOVR,003476526,001868965
A027,R082,01-03-01,05-27-11,08:00:00,AUD,003476551,001869008
A027,R082,01-03-02,05-22-11,04:00:00,RECOVR,000379482,000388005
A027,R082,01-03-02,05-22-11,08:00:00,AUD,000379486,000388019
A027,R082,01-03-02,05-26-11,04:00:00,RECOVR,000382994,000391515
A027,R082,01-03-02,05-26-11,08:00:00,AUD,000383021,000391564
A027,R082,01-03-03,05-22-11,04:00:00,RECOVR,000280959,000527330
A027,R082,01-03-03,05-22-11,08:00:00,AUD,000280972,000527352
A027,R082,01-03-03,05-26-11,04:00:00,RECOVR,000283506,000532465
A027,R082,01-03-03,05-26-11,08:00:00,AUD,000283525,000532571
A029,R082,00-00-00,05-21-11,04:00:00,RECOVR,002225407,007089383
A029,R082,00-00-00,05-21-11,08:00:00,AUD,002225417,007089522
A029,R082,00-00-00,05-22-11,04:00:00,RECOVR,002225904,007091491
A029,R082,00-00-00,05-22-11,08:00:00,AUD,002225914,007091559
A029,R082,00-00-00,05-23-11,04:00:00,RECOVR,002226235,007092856
A029,R082,00-00-00,05-23-11,08:00:00,AUD,002226247,007093101
A029,R082,00-00-00,05-25-11,04:00:00,RECOVR,002227677,007098508
A029,R082,00-00-00,05-25-11,08:00:00,AUD,002227689,007098735                   
A029,R082,00-00-00,05-26-11,04:00:00,RECOVR,002228410,007101530
A029,R082,00-00-00,05-26-11,08:00:00,AUD,002228425,007101790
A029,R082,00-00-00,05-27-11,04:00:00,RECOVR,002229180,007104521
A029,R082,00-00-00,05-27-11,08:00:00,AUD,002229195,007104747
A029,R082,00-00-01,05-21-11,04:00:00,RECOVR,003052369,003477244
A029,R082,00-00-01,05-21-11,08:00:00,AUD,003052395,003477300
A029,R082,00-00-01,05-22-11,04:00:00,RECOVR,003053309,003478177
A029,R082,00-00-01,05-22-11,08:00:00,AUD,003053319,003478210
A029,R082,00-00-01,05-23-11,04:00:00,RECOVR,003053972,003478794
A029,R082,00-00-01,05-23-11,08:00:00,AUD,003053990,003478914
A029,R082,00-00-01,05-25-11,04:00:00,RECOVR,003056281,003481772
A029,R082,00-00-01,05-25-11,08:00:00,AUD,003056295,003481883                   
A029,R082,00-00-01,05-26-11,04:00:00,RECOVR,003057465,003483180
A029,R082,00-00-01,05-26-11,08:00:00,AUD,003057483,003483286
A029,R082,00-00-01,05-27-11,04:00:00,RECOVR,003058659,003484605
A029,R082,00-00-01,05-27-11,08:00:00,AUD,003058670,003484752
A029,R082,00-03-00,05-22-11,04:00:00,RECOVR,003660360,003340150
A029,R082,00-03-00,05-22-11,08:00:00,AUD,003660390,003340186
A029,R082,00-03-00,05-24-11,04:00:00,RECOVR,003662591,003341893
A029,R082,00-03-00,05-24-11,08:00:00,AUD,003662609,003342012                   
A029,R082,00-03-00,05-26-11,04:00:00,RECOVR,003665329,003344493
A029,R082,00-03-00,05-26-11,08:00:00,AUD,003665348,003344604
A029,R082,00-03-00,05-27-11,04:00:00,RECOVR,003666725,003345857
A029,R082,00-03-00,05-27-11,08:00:00,AUD,003666747,003345963
A029,R082,00-03-01,05-22-11,04:00:00,RECOVR,000022048,000022490
A029,R082,00-03-01,05-22-11,08:00:00,AUD,000022081,000022571
A029,R082,00-03-01,05-24-11,04:00:00,RECOVR,000024536,000024925
A029,R082,00-03-01,05-24-11,08:00:00,AUD,000024580,000025105                   
A029,R082,00-03-01,05-26-11,04:00:00,RECOVR,000027715,000028393
A029,R082,00-03-01,05-26-11,08:00:00,AUD,000027760,000028580
A029,R082,00-03-01,05-27-11,04:00:00,RECOVR,000029411,000030138
A029,R082,00-03-01,05-27-11,08:00:00,AUD,000029455,000030331
A030,R083,01-00-00,05-21-11,04:00:00,RECOVR,002528247,001572545
A030,R083,01-00-00,05-21-11,08:00:00,AUD,002528279,001572600
A030,R083,01-00-00,05-24-11,04:00:00,RECOVR,002532442,001575742
A030,R083,01-00-00,05-24-11,07:22:04,AUD,002532468,001575815
A030,R083,01-00-00,05-24-11,07:22:09,DOOR,002532468,001575815                      
A030,R083,01-00-00,05-24-11,07:28:51,DOOR,002532468,001575815
A030,R083,01-00-00,05-24-11,07:29:09,OPEN,002532468,001575815
A030,R083,01-00-00,05-24-11,07:29:15,DOOR,002532468,001575815
A030,R083,01-00-00,05-24-11,07:29:47,OPEN,002532468,001575815
A030,R083,01-00-00,05-24-11,08:00:00,DOOR,002532494,001575858
A030,R083,01-00-00,05-24-11,12:00:00,OPEN,002532767,001576441
A030,R083,01-00-00,05-24-11,16:00:00,DOOR,002533183,001576722
A030,R083,01-00-00,05-24-11,20:00:00,OPEN,002533910,001576971                                      
A030,R083,01-00-00,05-25-11,04:00:00,RECOVR,002534274,001577032
A030,R083,01-00-00,05-25-11,08:00:00,AUD,002534322,001577168
A030,R083,01-00-00,05-27-11,04:00:00,RECOVR,002537922,001579630               
A030,R083,01-00-01,05-21-11,04:00:00,RECOVR,003664228,001275570
A030,R083,01-00-01,05-21-11,04:00:00,AUD,003664228,001275570
A030,R083,01-00-01,05-24-11,04:00:00,RECOVR,003667068,001276639
A030,R083,01-00-01,05-24-11,07:32:25,AUD,003667086,001276667
A030,R083,01-00-01,05-24-11,07:32:31,DOOR,003667086,001276667                      
A030,R083,01-00-01,05-24-11,07:37:22,DOOR,003667086,001276667
A030,R083,01-00-01,05-24-11,07:37:48,OPEN,003667086,001276667
A030,R083,01-00-01,05-24-11,07:37:51,DOOR,003667086,001276667
A030,R083,01-00-01,05-24-11,07:38:21,OPEN,003667086,001276667
A030,R083,01-00-01,05-24-11,08:00:00,DOOR,003667095,001276688
A030,R083,01-00-01,05-24-11,12:00:00,OPEN,003667277,001276952
A030,R083,01-00-01,05-24-11,16:00:00,DOOR,003667530,001277073
A030,R083,01-00-01,05-24-11,20:00:00,OPEN,003668013,001277167                                      
A030,R083,01-00-01,05-27-11,04:00:00,RECOVR,003670609,001278226
A030,R083,01-00-01,05-27-11,08:00:00,AUD,003670632,001278265                   
A030,R083,01-00-02,05-21-11,04:00:00,RECOVR,002631611,001232574
A030,R083,01-00-02,05-21-11,08:00:00,AUD,002631624,001232599
A030,R083,01-00-02,05-24-11,04:00:00,RECOVR,002633647,001233521
A030,R083,01-00-02,05-24-11,07:43:53,AUD,002633660,001233568
A030,R083,01-00-02,05-24-11,07:44:00,DOOR,002633660,001233568                      
A030,R083,01-00-02,05-24-11,07:46:59,DOOR,002633660,001233568
A030,R083,01-00-02,05-24-11,07:47:40,OPEN,002633660,001233568
A030,R083,01-00-02,05-24-11,08:00:00,DOOR,002633666,001233583
A030,R083,01-00-02,05-24-11,12:00:00,OPEN,002633774,001233853
A030,R083,01-00-02,05-27-11,04:00:00,RECOVR,002636224,001235062
A030,R083,01-00-02,05-27-11,08:00:00,AUD,002636235,001235100
A030,R083,01-03-00,05-24-11,04:00:00,RECOVR,002845128,001508907
A030,R083,01-03-00,05-24-11,07:54:05,AUD,002845146,001508980
A030,R083,01-03-00,05-24-11,07:54:12,DOOR,002845146,001508980
A030,R083,01-03-00,05-24-11,07:59:05,OPEN,002845146,001508980                         
A030,R083,01-03-00,05-24-11,07:59:53,DOOR,002845146,001508980
A030,R083,01-03-00,05-24-11,08:00:00,OPEN,002845146,001508980
A030,R083,01-03-00,05-24-11,12:00:00,DOOR,002845311,001509304
A030,R083,01-03-00,05-24-11,16:00:00,OPEN,002845566,001509446
A030,R083,01-03-00,05-27-11,04:00:00,RECOVR,002849088,001510948
A030,R083,01-03-00,05-27-11,08:00:00,AUD,002849105,001511002
A030,R083,01-03-01,05-24-11,08:07:40,DOOR,004379992,001406169
A030,R083,01-03-01,05-24-11,08:07:47,OPEN,004379992,001406169
A030,R083,01-03-01,05-24-11,08:07:58,DOOR,004379992,001406169                       
A030,R083,01-03-01,05-24-11,08:11:42,DOOR,004379992,001406169
A030,R083,01-03-01,05-24-11,08:12:12,OPEN,004379992,001406169
A030,R083,01-03-01,05-24-11,12:00:00,DOOR,004380247,001406496
A030,R083,01-03-01,05-24-11,16:00:00,OPEN,004380638,001406631
A030,R083,01-03-02,05-24-11,08:17:17,DOOR,001676821,000490141
A030,R083,01-03-02,05-24-11,08:17:23,OPEN,001676821,000490141
A030,R083,01-03-02,05-24-11,08:22:35,DOOR,001676821,000490141                       
A030,R083,01-06-00,05-24-11,14:20:28,DOOR,003236250,001905114
A030,R083,01-06-00,05-24-11,14:22:00,OPEN,003236250,001905114                    
A030,R083,01-06-00,05-24-11,14:27:33,DOOR,003236256,001905123
A030,R083,01-06-00,05-24-11,14:42:35,OPEN,003236259,001905132
A030,R083,01-06-00,05-26-11,14:08:59,TS,003236260,001907053
A030,R083,01-06-00,05-26-11,14:09:21,VLT,003236260,001907053
A030,R083,01-06-00,05-26-11,14:26:42,OPN,003236263,001907058
A030,R083,01-06-00,05-26-11,16:00:00,TS,003236409,001907180
A030,R083,01-06-00,05-26-11,20:00:00,VLT,003237037,001907472
A030,R083,01-06-00,05-27-11,00:00:00,OPN,003237273,001907558                                              
A030,R083,01-06-01,05-24-11,14:44:34,DOOR,001052953,000831424
A030,R083,01-06-01,05-24-11,14:48:04,OPEN,001052967,000831439                    
A031,R083,00-00-00,05-21-11,04:00:00,RECOVR,000581501,000249093
A031,R083,00-00-00,05-21-11,08:00:00,AUD,000581540,000249115
A031,R083,00-00-00,05-22-11,04:00:00,RECOVR,000583720,000249678
A031,R083,00-00-00,05-22-11,08:00:00,AUD,000583763,000249692
A031,R083,00-00-00,05-23-11,04:00:00,RECOVR,000585332,000250039
A031,R083,00-00-00,05-23-11,08:00:00,AUD,000585386,000250177
A031,R083,00-00-00,05-25-11,04:00:00,RECOVR,000590765,000252528
A031,R083,00-00-00,05-25-11,08:00:00,AUD,000590815,000252638
A031,R083,00-00-00,05-26-11,04:00:00,RECOVR,000593470,000253821
A031,R083,00-00-00,05-26-11,08:00:00,AUD,000593518,000253933
A031,R083,00-00-01,05-21-11,04:00:00,RECOVR,000059091,000015607
A031,R083,00-00-01,05-21-11,08:00:00,AUD,000059122,000015615
A031,R083,00-00-01,05-22-11,04:00:00,RECOVR,000060666,000015884
A031,R083,00-00-01,05-22-11,04:00:00,AUD,000060666,000015884
A031,R083,00-00-01,05-23-11,04:00:00,RECOVR,000061754,000016070
A031,R083,00-00-01,05-23-11,08:00:00,AUD,000061784,000016101
A031,R083,00-00-01,05-25-11,04:00:00,RECOVR,000065358,000017139
A031,R083,00-00-01,05-25-11,08:00:00,AUD,000065389,000017180
A031,R083,00-00-01,05-26-11,04:00:00,RECOVR,000067270,000017721
A031,R083,00-00-01,05-26-11,08:00:00,AUD,000067298,000017757
A031,R083,00-00-02,05-21-11,04:00:00,RECOVR,002962186,001679023
A031,R083,00-00-02,05-21-11,04:00:00,AUD,002962186,001679023
A031,R083,00-00-02,05-22-11,04:00:00,RECOVR,002963450,001679408
A031,R083,00-00-02,05-22-11,08:00:00,AUD,002963463,001679415
A031,R083,00-00-02,05-23-11,04:00:00,RECOVR,002964228,001679617
A031,R083,00-00-02,05-23-11,08:00:00,AUD,002964246,001679722
A031,R083,00-00-02,05-25-11,04:00:00,RECOVR,002966812,001680932
A031,R083,00-00-02,05-25-11,08:00:00,AUD,002966830,001681025                   
A031,R083,00-00-02,05-26-11,04:00:00,RECOVR,002968254,001681615
A031,R083,00-00-02,05-26-11,08:00:00,AUD,002968279,001681695
A031,R083,00-00-02,05-27-11,04:00:00,RECOVR,002969588,001682261
A031,R083,00-00-02,05-27-11,08:00:00,AUD,002969605,001682319
A031,R083,00-03-00,05-21-11,04:00:00,RECOVR,001173487,002349976
A031,R083,00-03-00,05-21-11,08:00:00,AUD,001173494,002350000
A031,R083,00-03-00,05-22-11,04:00:00,RECOVR,001173905,002350507
A031,R083,00-03-00,05-22-11,08:00:00,AUD,001173909,002350522
A031,R083,00-03-00,05-24-11,04:00:00,RECOVR,001174552,002351796
A031,R083,00-03-00,05-24-11,08:00:00,AUD,001174559,002351907                   
A031,R083,00-03-00,05-25-11,04:00:00,RECOVR,001175025,002352766
A031,R083,00-03-00,05-25-11,08:00:00,AUD,001175034,002352870
A031,R083,00-03-00,05-26-11,04:00:00,RECOVR,001175489,002353734
A031,R083,00-03-00,05-26-11,08:00:00,AUD,001175502,002353827
A031,R083,00-03-00,05-27-11,04:00:00,RECOVR,001175995,002354696
A031,R083,00-03-00,05-27-11,08:00:00,AUD,001175999,002354772
